"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"403","Rene Bourque","ANA, CBJ, MTL","R","141","1978.8166666667","22","21","16","5","43","55.13","266","8.27","28.31","515","398","281","150","20","25","86","39","38","0","1","34","28","27","198","180","37","8","11","42.11"
"110","Barret Jackman","STL","D","205","3650.3166666667","8","34","17","17","42","30.22","208","3.85","6.04","406","279","77","8","9","20","183","64","49","13","2","46","74","53","274","284","345","0","1","0.00"
"156","John-Michael Liles","CAR, TOR","D","130","2497.8833333333","6","36","15","21","42","43.30","193","3.11","10.32","403","275","99","14","9","18","26","13","13","0","0","23","78","41","166","262","206","1","1","50.00"
"373","Tyler Kennedy","NYI, PIT, S.J","C","151","1849.8","16","26","16","10","42","61.76","322","4.97","21.45","580","421","233","78","12","35","63","27","24","3","0","37","29","65","144","224","28","83","110","43.01"
"490","Derek Dorsett","CBJ, NYR, VAN","R","154","1897.7166666667","14","28","15","13","42","61.76","194","7.22","19.03","332","265","195","114","12","17","356","106","68","32","6","101","21","35","323","229","74","20","22","47.62"
"512","James Sheppard","NYR, S.J","C","170","2132.6166666667","12","30","17","13","42","64.62","203","5.91","19.34","356","284","197","98","10","27","84","35","31","4","0","37","59","89","289","272","94","385","409","48.49"
"554","Ben Lovejoy","ANA, PIT","D","173","3302.7666666667","7","35","15","20","42","35.00","251","2.79","8.63","499","354","92","10","9","17","91","40","37","3","0","20","62","40","461","356","297","0","0","-"
"721","Jordie Benn","DAL","D","177","3263.1333333333","6","36","15","21","42","32.31","192","3.13","9.64","482","315","92","15","14","24","74","37","37","0","0","17","104","51","235","350","274","1","1","50.00"
"196","Dennis Seidenberg","BOS","D","162","3649.3333333333","8","33","12","21","41","27.89","239","3.35","7.76","507","327","82","7","8","14","54","27","27","0","0","13","56","25","388","536","327","0","0","-"
"581","Paul Byron","CGY","L","108","1545.3166666667","13","28","19","9","41","67.21","109","11.93","13.86","211","156","152","68","9","9","37","13","11","1","1","18","37","75","167","59","35","48","98","32.88"
"680","Marco Scandella","MIN","D","146","2906.2","15","26","11","15","41","35.65","199","7.54","8.97","458","297","85","18","7","27","80","33","30","2","1","16","67","55","168","238","206","0","0","-"
"711","Ben Smith","CHI, S.J","R","156","2017.8","22","19","12","7","41","67.21","183","12.02","22.51","321","254","223","119","12","15","4","2","2","0","0","22","28","44","113","233","133","510","480","51.52"
"765","Peter Holland","ANA, TOR","C","126","1631.6833333333","20","21","15","6","41","58.57","162","12.35","13.28","280","218","142","57","11","8","53","25","24","1","0","19","41","99","162","171","51","583","700","45.44"
"1044","Brian Flynn","BUF, MTL","C","168","2460.25","17","24","15","9","41","59.42","233","7.30","18.66","359","292","174","88","12","23","22","11","11","0","0","24","35","49","105","146","121","380","428","47.03"
"61","Eric Brewer","ANA, T.B, TOR","D","169","3158.35","11","29","15","14","40","30.77","172","6.40","8.32","404","261","92","15","6","16","123","57","54","3","0","18","86","38","314","222","265","0","0","-"
"138","Brooks Orpik","PIT, WSH","D","196","4251.35","2","38","13","25","40","22.60","148","1.35","3.79","367","210","78","5","4","17","144","64","62","0","2","36","88","27","646","326","449","0","0","-"
"160","Paul Gaustad","NSH","C","171","2293.25","16","24","13","11","40","66.67","163","9.82","14.75","265","207","129","68","9","12","141","53","43","9","1","34","35","54","305","141","132","1583","1163","57.65"
"272","Nathan Horton","BOS, CBJ","R","78","1281.2666666667","17","23","12","11","40","57.97","162","10.49","14.85","276","208","156","62","6","13","46","20","18","2","0","12","24","21","94","84","24","6","5","54.55"
"291","Patrick Eaves","DAL, DET, NSH","R","111","1342.3","18","22","10","12","40","55.56","186","9.68","19.85","350","278","193","74","13","16","14","7","7","0","0","17","17","33","152","102","43","16","15","51.61"
"306","Jan Hejda","COL","D","205","4320.0333333333","8","32","9","23","40","25.81","209","3.83","7.67","447","294","79","14","9","27","110","47","44","2","1","12","90","62","436","298","386","0","1","0.00"
"559","Rob Klinkhammer","ARI, EDM, PHX, PIT","L","163","1861.55","21","19","13","6","40","62.50","201","10.45","19.11","351","287","196","97","11","20","56","24","22","2","0","44","26","32","469","193","25","13","32","28.89"
"596","Brendan Smith","DET","D","181","3290.9333333333","9","31","11","20","40","36.70","211","4.27","8.83","467","310","98","13","8","18","172","77","71","6","0","63","123","47","137","368","172","0","0","-"
"632","Zack Smith","OTT","C","167","2445.9333333333","19","21","9","12","40","66.67","286","6.64","23.88","484","388","259","103","15","32","185","71","60","9","2","66","67","82","336","299","63","1162","1091","51.58"
"922","John Klingberg","DAL","D","65","1419.7","11","29","18","11","40","45.45","98","11.22","6.16","237","140","72","19","7","12","32","16","16","0","0","17","59","32","54","165","77","0","0","-"
"201","Brooks Laich","WSH","C","126","2000.4","16","23","14","9","39","55.71","191","8.38","19.16","329","244","201","98","11","16","46","23","23","0","0","17","45","47","183","221","94","331","408","44.79"
"265","Jonathan Ericsson","DET","D","175","3585.0333333333","7","32","16","16","39","30.71","182","3.85","6.05","393","267","72","5","2","19","133","62","59","3","0","32","123","35","272","162","141","0","0","-"
"601","Colton Sceviour","DAL","C","98","1294.6","17","22","6","16","39","61.90","182","9.34","18.29","332","257","204","101","21","24","17","7","6","1","0","8","35","31","97","112","58","48","69","41.03"
"628","Nick Holden","CBJ, COL","D","134","2570.8666666667","15","24","11","13","39","34.21","162","9.26","10.54","348","240","99","31","6","13","50","25","25","0","0","10","58","34","277","200","153","0","0","-"
"705","Matt Martin","NYI","L","205","2390.55","20","19","15","4","39","52.00","277","7.22","26.96","435","351","276","140","15","27","257","76","46","27","3","78","54","56","975","300","100","14","23","37.84"
"787","Richard Panik","T.B, TOR","R","151","1802.8333333333","19","20","11","9","39","61.90","177","10.73","15.86","322","251","186","79","8","16","74","30","27","2","1","48","50","59","209","228","86","6","12","33.33"
"1145","Aaron Ekblad","FLA","D","81","1766.6166666667","12","27","10","17","39","44.32","170","7.06","9.62","351","238","78","14","5","28","32","16","16","0","0","15","41","26","109","136","80","0","0","-"
"137","Ron Hainsey","CAR, WPG","D","210","4541.25","6","32","15","17","38","26.39","207","2.90","8.87","466","298","123","26","10","26","71","30","28","1","1","20","120","66","242","249","367","1","0","100.00"
"203","Johnny Oduya","CHI","D","201","4075.0166666667","8","30","13","17","38","26.03","211","3.79","7.26","479","297","107","9","9","10","74","37","37","0","0","23","120","56","142","398","316","1","0","100.00"
"352","Andrej Meszaros","BOS, BUF, PHI","D","123","2202.3333333333","14","24","12","12","38","42.70","169","8.28","7.84","364","230","79","14","11","20","76","34","33","0","1","13","52","21","152","115","182","0","0","-"
"482","Stephen Gionta","N.J","R","175","2251.9333333333","13","25","15","10","38","66.67","231","5.63","20.59","359","306","221","107","11","23","44","21","21","0","0","44","27","66","292","200","80","534","831","39.12"
"538","Ryan Carter","MIN, N.J","L","159","1811.5166666667","16","22","14","8","38","80.85","179","8.94","18.13","305","257","179","85","6","11","121","52","47","5","0","58","20","45","199","206","69","88","101","46.56"
"1062","Olli Maatta","PIT","D","98","1857.0833333333","10","28","16","12","38","44.71","146","6.85","8.31","298","205","76","20","5","17","24","12","12","0","0","19","46","13","59","183","145","0","0","-"
"119","Derek MacKenzie","CBJ, FLA","C","196","2265.4333333333","17","20","10","10","37","69.81","175","9.71","18.06","318","248","145","67","18","18","128","49","39","10","0","57","33","62","636","185","102","991","851","53.80"
"407","Cody McLeod","COL","L","201","2278.5666666667","20","17","7","10","37","56.92","249","8.03","22.66","372","315","199","126","9","24","394","101","52","40","9","78","9","30","522","192","93","10","26","27.78"
"467","Colin Greening","OTT","C","149","1992.1666666667","15","22","13","9","37","54.41","228","6.58","22.14","395","316","227","107","17","18","79","28","22","5","1","31","44","55","432","229","68","50","65","43.48"
"633","Jay Beagle","WSH","C","172","2071.7666666667","16","21","12","9","37","68.52","200","8.00","22.47","328","277","238","145","11","21","62","31","31","0","0","14","25","66","221","189","88","762","639","54.39"
"647","Luke Schenn","PHI","D","184","3382.2166666667","10","27","13","14","37","29.13","226","4.42","9.13","504","301","124","14","11","30","110","36","25","10","1","26","106","38","641","388","304","0","0","-"
"746","Kyle Clifford","L.A","L","199","2089.6","16","21","12","9","37","52.86","247","6.48","20","431","336","213","111","19","26","219","71","47","23","1","45","44","41","544","376","39","9","18","33.33"
"19","Ryan Smyth","EDM","L","119","1832.95","12","24","15","9","36","59.02","198","6.06","20.79","315","271","203","126","14","20","84","38","37","0","1","22","61","42","99","129","53","178","206","46.35"
"299","Maxim Lapierre","PIT, STL, VAN","C","199","2254.2333333333","15","21","16","5","36","69.23","218","6.88","18.43","359","296","181","86","19","21","155","53","45","3","5","24","24","44","356","185","72","880","837","51.25"
"320","Drew Miller","DET","L","208","2869.35","16","20","13","7","36","55.38","269","5.95","25.11","418","348","257","126","12","24","48","20","18","2","0","23","28","62","322","330","203","16","30","34.78"
"852","Jason Zucker","MIN","L","92","1266.0666666667","29","7","5","2","36","64.29","198","14.65","20.51","320","277","198","105","10","15","28","14","14","0","0","26","35","34","94","116","29","2","6","25.00"
"361","David Booth","TOR, VAN","L","137","1746.85","17","18","11","7","35","70.00","251","6.77","23.4","452","355","244","120","12","27","47","22","21","1","0","35","28","52","232","271","26","20","17","54.05"
"494","Leo Komarov","TOR","C","104","1496.6833333333","12","23","13","10","35","70.00","135","8.89","11.75","234","188","129","54","11","8","36","18","18","0","0","27","33","67","426","100","49","124","125","49.80"
"742","Simon Despres","ANA, PIT","D","142","2333.2666666667","5","30","15","15","35","33.98","177","2.82","6.83","360","239","85","12","8","15","132","60","56","4","0","31","61","25","353","277","178","0","1","0.00"
"832","Brenden Dillon","DAL, S.J","D","208","4279.3833333333","11","24","9","15","35","22.73","263","4.18","11.17","632","402","122","30","7","40","228","88","74","12","2","62","123","38","455","364","362","0","0","-"
"1028","Rickard Rakell","ANA","C","93","1137.8666666667","9","26","14","12","35","68.63","130","6.92","13.02","249","196","142","57","4","13","12","6","6","0","0","3","37","23","104","140","26","415","465","47.16"
"1121","Valeri Nichushkin","DAL","R","87","1292.7666666667","14","21","13","8","35","56.45","134","10.45","15.45","239","191","166","75","7","11","10","4","4","0","0","23","65","30","93","127","28","0","1","0.00"
"54","Sami Salo","T.B","D","117","2256.8166666667","6","28","10","18","34","29.82","129","4.65","6.16","278","193","44","4","3","16","34","17","17","0","0","9","36","30","97","89","131","0","0","-"
"187","Jay Harrison","CAR, WPG","D","170","2942.55","10","24","12","12","34","30.63","207","4.83","8.96","468","298","100","22","5","26","160","64","55","8","1","25","79","36","300","171","266","0","0","-"
"311","Kyle Quincey","DET","D","191","3819.9833333333","8","26","17","9","34","25.56","232","3.45","10.83","532","340","130","25","8","20","183","77","72","3","2","32","81","52","221","275","237","0","0","-"
"383","Nikita Nikitin","CBJ, EDM","D","146","2759.9","9","25","14","11","34","31.19","235","3.83","9.06","489","325","89","8","9","14","49","23","22","1","0","16","74","41","136","188","177","0","0","-"
"526","Jamie McBain","BUF, CAR, L.A","D","135","2458.3","10","24","8","16","34","34.34","162","6.17","7.99","385","241","85","16","4","22","30","14","14","0","0","15","55","23","77","143","204","0","0","-"
"698","Andrei Loktionov","CAR, N.J","C","96","1282.2","15","19","15","4","34","61.82","125","12.00","13.06","232","181","128","45","8","16","18","9","9","0","0","12","21","50","39","100","23","234","341","40.70"
"49","Michal Rozsival","CHI","D","134","2293.5","2","31","11","20","33","31.13","108","1.85","4.28","254","156","52","8","1","8","68","33","33","0","0","10","73","42","214","364","158","0","2","0.00"
"100","Chris Neil","OTT","R","162","1932.4","16","17","10","7","33","48.53","209","7.66","21.63","357","280","198","103","5","27","429","117","75","29","13","81","24","33","595","193","39","7","7","50.00"
"166","Stephen Weiss","DET, FLA","C","95","1287.4333333333","12","21","10","11","33","63.46","99","12.12","10.4","168","128","103","50","1","9","53","21","19","1","1","10","30","35","29","84","32","335","319","51.22"
"276","Braydon Coburn","PHI, T.B","D","158","3444.1166666667","7","26","12","14","33","27.73","206","3.40","9.56","488","320","89","16","7","27","129","56","52","3","1","24","97","48","247","238","242","0","0","-"
"448","Chris Butler","CGY, STL","D","159","2978.25","6","27","15","12","33","31.73","177","3.39","6.68","360","239","74","12","6","15","81","32","28","3","1","25","94","27","152","239","323","0","0","-"
"608","Yannick Weber","MTL, VAN","D","120","1783.5833333333","17","16","9","7","33","38.37","191","8.90","11.98","413","280","105","23","5","25","48","24","24","0","0","9","46","24","108","168","103","0","0","-"
