"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"512","B.J. Crombeen","STL","R","199","2389.0666666667","15","17","8","9","32","56.14","283","5.30","20.46","492","385","225","81","16","20","393","108","58","45","5","74","30","50","197","248","48","40","87","31.50"
"520","Colin Fraser","CHI, EDM, L.A","C","204","2012.7166666667","12","20","9","11","32","60.38","203","5.91","18.17","323","254","179","95","20","13","171","52","33","17","2","56","38","57","290","183","106","638","729","46.67"
"526","Ryan Potulny","CHI, EDM, OTT","C","74","1120.8333333333","15","17","10","7","32","69.57","159","9.43","13.05","253","204","137","53","6","12","28","14","14","0","0","15","42","34","46","68","68","399","447","47.16"
"1072","Dan Sexton","ANA","R","88","1098.0333333333","13","19","10","9","32","71.11","171","7.60","13.52","259","227","146","52","7","12","20","6","5","0","1","17","26","23","61","132","32","1","4","20.00"
"124","Tom Poti","WSH","D","91","1884","6","25","17","8","31","32.29","89","6.74","4.89","176","113","66","15","5","9","50","25","25","0","0","14","65","38","26","65","148","0","0","-"
"498","Jeff Tambellini","NYI, VAN","L","98","1143.55","16","15","10","5","31","63.27","169","9.47","19.4","288","229","179","94","8","15","32","16","16","0","0","9","18","18","160","107","33","19","20","48.72"
"618","Nick Johnson","MIN, PIT","R","87","1240.1833333333","10","21","16","5","31","72.09","163","6.13","13.77","246","203","152","75","11","20","52","16","11","4","1","13","18","35","68","115","23","4","10","28.57"
"691","Jack Skille","CHI, FLA","R","114","1335.7","13","18","13","5","31","75.61","239","5.44","19.91","390","310","210","69","10","21","57","24","21","3","0","35","13","35","245","178","37","11","15","42.31"
"743","Tom Pyatt","MTL, T.B","L","175","2186.75","16","15","6","9","31","59.62","208","7.69","18.66","332","270","198","109","12","12","27","12","11","1","0","28","27","45","106","297","109","204","237","46.26"
"751","Mark Fayne","N.J","D","139","2672.1833333333","8","23","7","16","31","29.25","171","4.68","5.98","366","239","63","7","3","18","53","25","24","1","0","11","59","33","135","219","127","0","0","-"
"842","Andreas Nodl","CAR, PHI","R","137","1681.4166666667","14","17","11","6","31","59.62","168","8.33","17.41","291","232","160","78","3","18","24","12","12","0","0","23","41","46","187","134","43","14","13","51.85"
"1","Rob Blake","S.J","D","70","1493.4333333333","7","23","6","17","30","44.78","182","3.85","10.28","342","244","87","22","4","26","60","29","29","0","0","10","51","19","68","35","114","0","0","-"
"61","Todd Marchant","ANA","C","157","2283.4666666667","10","20","9","11","30","69.77","146","6.85","14.93","248","205","146","62","18","11","58","29","29","0","0","26","26","51","241","121","131","547","570","48.97"
"118","Cory Sarich","CGY","D","195","3266.55","6","24","9","15","30","25.64","157","3.82","5.76","367","243","52","5","6","19","199","83","74","9","0","42","120","30","435","387","226","0","1","0.00"
"193","Blair Betts","PHI","C","138","1577.65","13","17","8","9","30","73.17","114","11.40","10.58","201","149","105","48","9","10","22","11","11","0","0","11","21","38","177","119","135","846","826","50.60"
"262","Jim Vandermeer","EDM, PHX, S.J","D","149","2484.5333333333","7","23","10","13","30","38.46","140","5.00","6.13","327","201","74","13","4","20","167","63","51","11","1","26","75","47","294","179","144","0","0","-"
"308","Greg Zanon","BOS, MIN","D","219","4575.0833333333","5","25","7","18","30","20.98","155","3.23","5.44","384","239","73","5","7","22","102","51","51","0","0","30","80","57","468","335","544","0","1","0.00"
"545","Marc Methot","CBJ","D","180","3565.4666666667","3","27","12","15","30","26.09","142","2.11","5.5","313","217","76","12","7","13","133","58","54","3","1","30","53","45","432","216","221","0","0","-"
"595","Kyle Chipchura","ANA, MTL, PHX","C","167","1727.95","9","21","15","6","30","65.22","120","7.50","11.76","203","162","132","68","10","7","146","40","18","22","0","46","38","44","160","200","52","683","739","48.03"
"617","Sami Lepisto","CBJ, CHI, PHX","D","162","2706.6833333333","6","24","10","14","30","29.13","143","4.20","7.05","309","196","77","13","1","18","119","54","52","1","1","35","52","49","158","262","161","2","0","100.00"
"641","Jake Dowell","CHI, DAL","C","134","1350.9","9","21","15","6","30","66.67","117","7.69","11.39","180","146","112","59","11","9","121","32","13","19","0","30","29","42","192","168","54","415","438","48.65"
"648","Scott Parse","L.A","L","73","791.86666666667","14","16","10","6","30","66.67","93","15.05","7.69","147","118","77","39","4","6","36","18","18","0","0","8","27","18","62","87","36","7","7","50.00"
"819","Jeff Petry","EDM","D","108","2301.6","3","27","15","12","30","33.71","152","1.97","8.3","357","234","68","15","7","8","36","18","18","0","0","14","121","52","174","150","175","0","0","-"
"863","David Schlemko","PHX","D","106","1837.0333333333","6","24","9","15","30","37.04","124","4.84","5.64","256","179","70","8","4","11","42","21","21","0","0","10","46","10","118","190","165","0","0","-"
"914","Linus Omark","EDM","L","65","971.46666666667","8","22","14","8","30","93.75","100","8.00","9.31","188","139","108","38","10","8","34","17","17","0","0","23","45","37","20","68","25","5","10","33.33"
"1000","Jake Gardiner","TOR","D","75","1618.85","7","23","13","10","30","36.14","79","8.86","4.49","207","134","48","6","3","8","18","9","9","0","0","11","73","34","52","142","90","0","0","-"
"1048","Matt Martin","NYI","L","153","1783.9166666667","12","18","12","6","30","75.00","200","6.00","20.7","356","280","194","99","20","23","294","74","37","30","7","59","35","62","688","154","93","20","30","40.00"
"14","Robert Lang","PHX","C","64","964.43333333333","9","20","13","7","29","55.77","84","10.71","10.16","164","128","109","51","1","9","28","14","14","0","0","8","24","9","30","32","21","375","359","51.09"
"109","Glen Metropolit","MTL","C","69","936.03333333333","16","13","7","6","29","72.50","115","13.91","10.44","176","146","95","55","8","9","24","12","12","0","0","12","13","18","32","59","29","327","334","49.47"
"311","Deryk Engelland","PIT","D","145","2164.5166666667","7","22","9","13","29","37.18","139","5.04","4.35","309","206","52","5","10","19","196","54","28","24","2","45","34","24","321","272","144","0","0","-"
"757","Tim Kennedy","BUF, FLA","L","111","1373.0333333333","11","18","12","6","29","65.91","122","9.02","11.52","190","158","128","77","6","9","54","23","22","0","1","40","40","43","151","123","37","209","359","36.80"
"936","Yannick Weber","MTL","D","106","1685.4166666667","5","24","10","14","29","43.28","153","3.27","8.7","375","231","90","14","6","23","46","22","22","0","0","11","77","30","94","122","83","0","0","-"
"28","Steve Staios","CGY, EDM, NYI","D","162","2768.9166666667","4","24","15","9","28","31.46","151","2.65","6.31","319","212","69","11","7","12","152","67","61","6","0","42","78","51","151","186","304","2","0","100.00"
"74","Ethan Moreau","CBJ, EDM, L.A","L","141","1851.4833333333","11","17","9","8","28","63.64","228","4.82","14.82","393","309","162","55","14","20","106","46","43","2","1","13","52","23","224","87","71","14","25","35.90"
"173","Todd White","ATL, NYR","C","83","1129.1833333333","8","20","10","10","28","60.87","103","7.77","11.38","176","134","112","48","6","12","26","13","13","0","0","13","26","55","32","30","32","431","370","53.81"
"585","Cam Barker","CHI, EDM, MIN","D","147","2398.4166666667","8","20","8","12","28","26.17","184","4.35","9.13","409","266","88","11","4","14","125","46","39","5","2","18","43","11","179","109","133","0","0","-"
"613","Nicklas Grossmann","DAL, PHI","D","204","3828.4666666667","1","27","10","17","28","18.67","152","0.66","4.52","357","246","46","2","3","16","103","48","47","1","0","18","91","28","475","385","330","0","1","0.00"
"767","Kyle Cumiskey","COL","D","79","1561.5","8","20","7","13","28","35.44","95","8.42","6.32","190","139","50","11","0","12","30","15","15","0","0","19","44","65","56","105","132","0","0","-"
"954","Alec Martinez","L.A","D","115","1729.0666666667","11","17","9","8","28","38.89","158","6.96","8.3","365","227","84","16","8","17","28","14","14","0","0","7","36","6","126","238","128","0","1","0.00"
"1001","Mattias Tedenby","N.J","R","101","1189.8166666667","9","19","14","5","28","66.67","133","6.77","13.71","208","159","136","62","7","10","30","14","14","0","0","36","39","24","49","75","3","1","2","33.33"
"177","Andy Sutton","ANA, EDM, NYI, OTT","D","163","2912.5833333333","8","19","8","11","27","28.42","149","5.37","6.63","284","211","83","15","8","10","270","102","88","10","4","33","127","43","371","200","386","0","0","-"
"244","Mike Comrie","EDM, PIT","C","64","860.33333333333","14","13","8","5","27","69.23","122","11.48","13.44","185","147","122","61","4","14","48","17","13","4","0","23","25","17","30","32","33","40","47","45.98"
"435","Steve Eminger","ANA, NYR","D","170","2815.35","8","19","7","12","27","26.21","87","9.20","5.14","218","147","55","9","2","3","80","40","40","0","0","23","40","33","308","250","255","0","0","-"
"486","Robert Nilsson","EDM","C","60","884.85","11","16","14","2","27","71.05","104","10.58","8.79","183","132","95","32","2","14","10","5","5","0","0","11","38","32","30","63","34","1","2","33.33"
"492","Mark Stuart","ATL, BOS, WPG","D","190","3174.7333333333","7","20","9","11","27","25.96","154","4.55","5.78","400","244","75","11","4","18","225","79","59","19","1","61","84","23","408","290","360","1","0","100.00"
"525","Alexandre Picard","CAR, MTL, OTT, PIT","D","114","1922.5","7","20","9","11","27","30.00","130","5.38","6.74","280","188","74","18","6","18","47","22","21","1","0","17","64","30","137","211","150","0","0","-"
"630","Mike Lundin","MIN, T.B","D","135","2826.5333333333","4","23","7","16","27","27.84","106","3.77","4.25","273","173","45","10","4","11","34","17","17","0","0","20","38","34","48","213","229","0","0","-"
"1184","Sean Couturier","PHI","C","77","1088.7166666667","13","14","8","6","27","62.79","116","11.21","10.97","189","147","98","45","7","11","14","7","7","0","0","15","26","48","82","79","33","378","426","47.01"
"13","Vyacheslav Kozlov","ATL","L","55","839.65","8","18","9","9","26","72.22","113","7.08","9.46","189","148","91","35","7","15","33","11","9","1","1","6","25","31","17","40","10","6","9","40.00"
"20","Doug Weight","NYI","C","54","885.8","3","23","13","10","26","53.06","87","3.45","8.95","159","125","84","33","5","13","18","9","9","0","0","5","39","28","24","26","20","126","136","48.09"
"125","Jon Sim","NYI","L","111","1285.1666666667","14","12","5","7","26","63.41","166","8.43","17.56","251","209","180","106","12","21","66","29","28","0","1","40","14","40","174","120","48","14","15","48.28"
"219","Toby Petersen","DAL","C","177","1752.7833333333","13","13","7","6","26","65.00","212","6.13","15.4","327","285","170","70","21","9","20","10","10","0","0","26","53","47","183","176","93","125","173","41.95"
"356","Aaron Johnson","CBJ, CGY, EDM","D","97","1566.0333333333","7","19","9","10","26","43.33","99","7.07","4.76","203","148","45","5","1","13","61","25","23","1","1","19","46","33","169","145","113","0","0","-"
"718","Adam McQuaid","BOS","D","158","2276.5","6","20","8","12","26","24.53","119","5.04","3.74","306","170","58","5","4","15","216","59","33","22","4","48","38","16","235","236","249","0","0","-"
"861","Ryan Carter","ANA, CAR, FLA, N.J","L","172","1741.0833333333","11","15","10","5","26","61.90","151","7.28","12.94","263","213","154","62","13","16","187","66","51","13","2","45","19","45","298","157","53","573","558","50.66"
"864","Andrew Ebbett","ANA, CHI, MIN, PHX, VAN","C","112","1277.6666666667","16","10","5","5","26","60.47","122","13.11","11.72","217","173","131","60","7","14","18","9","9","0","0","21","27","29","71","130","51","393","417","48.52"
"1084","Kyle Clifford","L.A","L","157","1484.3333333333","12","14","10","4","26","70.27","157","7.64","12.25","276","219","133","72","7","13","264","67","32","30","5","55","43","18","317","245","26","9","14","39.13"
"1130","Marcus Kruger","CHI","C","78","1177.0833333333","9","17","9","8","26","55.32","96","9.38","9.3","144","122","91","41","8","8","26","13","13","0","0","16","25","28","30","110","38","298","360","45.29"
"1149","Mats Zuccarello","NYR","R","52","695.66666666667","8","18","8","10","26","65.00","84","9.52","9.6","140","118","86","51","1","12","10","5","5","0","0","8","8","18","64","47","22","8","7","53.33"
"238","Adam Hall","T.B","R","139","1894","9","16","11","5","25","56.82","230","3.91","19.66","337","301","216","122","15","22","49","20","17","3","0","35","24","34","241","152","89","636","483","56.84"
"627","Dustin Boyd","CGY, MTL, NSH","C","88","1052.1666666667","12","13","8","5","25","78.13","120","10.00","12.17","190","157","133","66","12","9","21","9","8","1","0","15","28","37","93","105","49","267","261","50.57"
"880","Ben Lovejoy","PIT","D","93","1354.9833333333","4","21","10","11","25","40.98","122","3.28","4.44","266","180","43","3","7","10","63","23","19","3","1","13","23","10","88","151","111","0","0","-"
"889","Nick Palmieri","MIN, N.J","R","87","1088.6833333333","13","12","6","6","25","59.52","131","9.92","13.27","229","183","134","61","5","7","20","10","10","0","0","8","25","23","83","82","15","5","10","33.33"
"1030","Brandon McMillan","ANA","L","85","1124.7666666667","11","14","7","7","25","67.57","103","10.68","11.38","169","140","112","70","10","12","38","18","18","0","0","10","20","13","74","133","37","137","223","38.06"
"60","Darcy Tucker","COL","R","71","860.38333333333","10","14","9","5","24","72.73","73","13.70","7.79","109","92","71","40","2","8","47","19","16","3","0","18","22","9","87","103","24","29","16","64.44"
"137","Fernando Pisani","CHI, EDM","R","100","1337.8333333333","11","13","9","4","24","68.57","126","8.73","9.23","216","160","101","46","11","8","20","9","9","0","0","14","28","45","127","106","45","37","45","45.12"
"367","Cody McCormick","BUF","C","131","1278.8166666667","9","15","10","5","24","66.67","147","6.12","10.55","273","197","127","52","8","19","198","55","29","24","2","41","28","28","175","94","71","140","193","42.04"
"1017","Luke Adam","BUF","C","71","857.9","13","11","4","7","24","68.57","120","10.83","14.3","217","176","122","61","8","17","26","12","12","0","0","11","23","26","43","61","20","155","223","41.01"
"88","Bryce Salvador","N.J","D","161","3147.6","4","19","7","12","23","21.10","99","4.04","3.04","221","135","38","7","2","7","123","49","44","3","2","24","77","37","201","310","216","0","0","-"
"169","Mike Mottau","BOS, N.J, NYI","D","134","2658.1833333333","2","21","9","12","23","26.44","117","1.71","5.44","249","159","74","12","2","9","64","29","27","2","0","20","83","43","130","195","188","0","0","-"
"222","Mark Eaton","NYI, PIT","D","175","3248.1833333333","4","19","7","12","23","21.10","138","2.90","6.44","296","205","77","15","5","7","44","22","22","0","0","15","76","25","110","236","331","0","0","-"
"394","Sheldon Brookbank","ANA","D","186","2768.8833333333","3","20","12","8","23","25.00","138","2.17","5.62","313","212","53","9","8","16","242","71","45","22","4","51","57","25","263","298","206","0","0","-"
"407","Petr Prucha","PHX","R","90","1235.0666666667","13","10","5","5","23","46.94","138","9.42","15.23","226","187","149","83","9","15","27","12","11","1","0","27","22","30","86","161","19","71","85","45.51"
"784","Rod Pelley","ANA, N.J","C","189","1772.7166666667","7","16","10","6","23","69.70","206","3.40","14.76","318","265","154","63","9","15","83","25","14","11","0","24","25","33","288","96","72","392","380","50.78"
"1042","Matt Calvert","CBJ","L","55","584.6","11","12","5","7","23","71.88","54","20.37","6.1","96","74","60","28","1","6","28","10","9","0","1","20","10","10","59","61","9","3","6","33.33"
"1177","Andrew Shaw","CHI","C","37","562.68333333333","12","11","8","3","23","74.19","74","16.22","8.2","130","99","89","47","5","8","50","15","10","4","1","21","5","16","82","89","21","41","47","46.59"
"122","Colin White","N.J, S.J","D","204","3734.2333333333","3","19","6","13","22","18.97","130","2.31","3.97","285","185","39","5","4","13","113","40","33","5","2","32","103","51","317","344","320","0","0","-"
"318","Jason Williams","DAL, DET, PIT","C","79","898.86666666667","9","13","11","2","22","64.71","118","7.63","9.1","225","170","81","23","3","8","18","9","9","0","0","7","31","23","48","39","12","48","57","45.71"
"372","Andrew Alberts","CAR, VAN","D","162","2434.8333333333","6","16","9","7","22","22.92","90","6.67","3.33","247","137","56","5","6","14","168","67","58","8","1","34","75","40","426","244","177","0","1","0.00"
"385","Brandon Segal","DAL, L.A, T.B","R","100","831.88333333333","11","11","4","7","22","66.67","103","10.68","8.38","186","150","82","40","4","6","83","28","19","9","0","17","21","14","197","110","19","3","8","27.27"
"475","Nikolay Zherdev","PHI","R","56","720.01666666667","16","6","4","2","22","66.67","135","11.85","11.4","212","164","108","52","3","14","22","11","11","0","0","14","25","19","39","40","6","2","5","28.57"
"693","Brian Lee","OTT, T.B","D","128","2076.6666666667","3","19","7","12","22","34.92","89","3.37","3.48","236","162","49","4","4","7","71","31","28","3","0","9","53","16","248","192","166","0","0","-"
"741","Jared Boll","CBJ","R","195","1488.6666666667","13","9","6","3","22","56.41","157","8.28","12.84","259","217","120","62","6","9","457","113","45","63","5","129","13","31","363","247","40","3","11","21.43"
"786","Chris Conner","DET, PIT","R","76","870.31666666667","10","12","7","5","22","66.67","112","8.93","10.17","195","150","103","47","7","10","10","5","5","0","0","12","7","21","60","128","27","1","4","20.00"
"797","Mike Weber","BUF","D","109","1927.1666666667","5","17","4","13","22","36.07","104","4.81","4.69","244","149","49","9","7","10","133","53","44","9","0","32","68","28","281","129","189","0","0","-"
"854","Benn Ferriero","S.J","R","92","1120.9333333333","14","8","4","4","22","53.66","166","8.43","14.63","285","219","139","63","10","20","25","11","10","1","0","14","22","31","106","111","24","8","19","29.63"
"897","Justin Braun","S.J","D","94","1554.0833333333","4","18","8","10","22","36.67","157","2.55","7.14","358","246","61","8","11","21","25","11","10","1","0","10","45","30","73","176","87","0","0","-"
"1077","Jordan Caron","BOS","R","71","844.8","10","12","6","6","22","68.75","84","11.90","6.78","136","107","79","34","4","8","20","10","10","0","0","3","10","9","83","88","26","2","7","22.22"
"1151","Justin Faulk","CAR","D","66","1507.7166666667","8","14","5","9","22","36.67","101","7.92","6.78","220","150","63","11","4","17","27","12","11","1","0","8","20","32","113","108","85","0","0","-"
"81","Freddy Modin","ATL, CBJ, CGY, L.A","L","84","1114.5166666667","12","9","6","3","21","65.63","121","9.92","11.49","217","170","118","59","12","10","40","20","20","0","0","12","28","31","47","55","51","26","22","54.17"
"218","Karlis Skrastins","DAL","D","153","2874.5","5","16","8","8","21","22.34","83","6.02","3.94","225","137","49","11","3","14","62","31","31","0","0","17","40","40","107","263","295","0","1","0.00"
"241","Matt Carkner","OTT","D","160","2459.35","4","17","6","11","21","25.30","144","2.78","3.73","285","192","61","1","2","12","359","109","67","39","3","70","70","31","256","251","210","0","0","-"
"397","Matt Ellis","BUF","L","146","1375.35","6","15","5","10","21","60.00","217","2.76","14.8","356","292","181","84","14","15","37","13","11","1","1","10","19","44","76","171","44","286","298","48.97"
"446","Denis Grebeshkov","EDM, NSH","D","51","1091.5333333333","7","14","10","4","21","47.73","47","14.89","2.96","111","72","30","5","2","7","32","16","16","0","0","9","62","15","46","53","55","1","0","100.00"
"472","Jed Ortmeyer","MIN, S.J","R","115","1252.75","9","12","6","6","21","63.64","177","5.08","14.3","291","242","138","62","9","16","53","24","23","1","0","27","27","38","174","136","45","9","18","33.33"
"524","Ryan O'Byrne","COL, MTL","D","196","3585.1333333333","2","19","7","12","21","20.79","114","1.75","4.88","309","187","63","6","7","15","206","90","82","8","0","27","71","41","478","317","383","0","0","-"
"535","Corey Potter","EDM, NYR, PIT","D","66","1289.8333333333","4","17","9","8","21","38.89","101","3.96","4.68","221","146","40","8","3","11","26","13","13","0","0","12","42","32","93","53","81","0","0","-"
"1162","Ryan Johansen","CBJ","C","67","853.26666666667","9","12","9","3","21","63.64","99","9.09","9.44","170","130","94","41","2","11","24","11","11","0","0","8","11","20","68","53","24","97","118","45.12"
"40","Ian Laperriere","PHI","R","82","1024.1333333333","3","17","9","8","20","64.52","53","5.66","4.81","106","80","46","14","3","6","162","38","11","26","1","36","12","21","171","69","74","28","38","42.42"
"255","Radek Martinek","CBJ, NYI","D","87","1834.9333333333","6","14","7","7","20","31.75","131","4.58","5.66","268","190","59","9","7","13","47","21","20","1","0","14","56","56","93","88","174","0","0","-"
"341","Jeff Woywitka","DAL, NYR","D","126","1919.3","3","17","3","14","20","29.41","129","2.33","4.72","287","186","63","6","5","15","43","20","19","1","0","12","52","31","89","262","161","0","0","-"
"594","Petteri Nokelainen","ANA, MTL, PHX","C","123","1316.15","8","12","10","2","20","66.67","125","6.40","10.68","203","157","114","51","8","11","64","22","17","4","1","18","23","21","126","141","43","365","388","48.47"
"773","Andrew Desjardins","S.J","L","93","849.58333333333","5","15","10","5","20","71.43","92","5.43","6.44","155","122","70","32","4","10","51","17","13","3","1","15","26","43","127","137","54","223","195","53.35"
"803","Trevor Lewis","L.A","C","149","1825.8333333333","6","14","5","9","20","62.50","212","2.83","17.85","372","315","198","81","10","18","32","12","10","2","0","28","37","52","227","254","53","238","351","40.41"
"893","Nick Bonino","ANA","C","85","1006.8333333333","6","14","7","7","20","57.14","100","6.00","10.85","166","142","115","55","5","9","18","9","9","0","0","8","15","42","40","90","52","307","391","43.98"
"925","Dana Tyrell","T.B","C","104","1213.7666666667","6","14","7","7","20","71.43","96","6.25","7.91","159","131","92","46","10","8","18","9","9","0","0","22","14","32","67","185","48","5","9","35.71"
"944","Evgeny Dadonov","FLA","L","55","716.78333333333","10","10","4","6","20","80.00","85","11.76","7.55","137","115","91","37","4","7","16","8","8","0","0","12","13","19","61","108","14","1","10","9.09"
"1009","Slava Voynov","L.A","D","54","1000.8666666667","8","12","8","4","20","40.82","86","9.30","5.7","216","137","61","13","4","14","12","6","6","0","0","5","30","11","74","79","47","0","0","-"
"1091","Brayden Schenn","L.A, PHI","C","63","865.21666666667","12","8","5","3","20","51.28","108","11.11","10.86","187","143","101","51","5","15","34","14","12","2","0","23","17","12","152","130","28","222","279","44.31"
"2","Rod Brind'Amour","CAR","C","80","1017.1666666667","9","10","5","5","19","59.38","95","9.47","10.87","164","132","103","47","5","7","36","18","18","0","0","15","28","29","83","91","31","499","350","58.78"
"36","Craig Rivet","BUF, CBJ","D","115","1964.15","3","16","9","7","19","28.36","96","3.13","4.83","225","137","55","10","8","14","135","44","34","7","3","20","58","22","92","126","92","0","0","-"
"194","John Erskine","WSH","D","151","2232.5833333333","5","14","6","8","19","21.84","128","3.91","3.64","272","171","37","3","5","8","211","73","57","13","3","33","82","26","314","184","227","0","0","-"
"236","Mike Commodore","CBJ, DET, T.B","D","107","1832.35","4","15","7","8","19","30.16","109","3.67","4.92","244","155","58","10","6","10","144","53","42","10","1","19","30","17","219","128","144","0","1","0.00"
"328","Mike Komisarek","TOR","D","154","2449.7166666667","2","17","8","9","19","24.36","117","1.71","4.28","338","187","63","7","6","7","167","58","45","11","2","35","113","46","335","229","259","0","0","-"
"379","Marek Svatos","COL, NSH, OTT","R","82","944.45","11","8","7","1","19","59.38","134","8.21","13.1","224","178","142","61","12","12","45","20","19","1","0","18","28","29","34","72","20","0","0","-"
"383","Andrew Murray","CBJ, S.J","C","114","1107.05","10","9","6","3","19","79.17","154","6.49","13.11","226","195","130","68","7","10","14","7","7","0","0","19","8","19","218","144","33","73","101","41.95"
"393","Zenon Konopka","NYI, OTT, T.B","C","211","1869.3166666667","7","12","6","6","19","42.22","131","5.34","12.7","195","172","127","83","4","7","753","169","69","77","23","130","34","32","273","198","93","1140","791","59.04"
"458","Aaron Rome","VAN","D","148","2373.5333333333","5","14","7","7","19","22.35","141","3.55","6.6","332","214","81","12","7","19","121","45","38","5","2","17","50","23","200","263","170","0","0","-"
"645","Mike Brown","ANA, TOR","R","175","1594.9833333333","11","8","6","2","19","46.34","197","5.58","16.46","333","284","184","79","15","9","249","63","27","33","3","67","34","30","349","161","68","4","19","17.39"
"647","Adam Pardy","CGY, DAL","D","123","1937.05","3","16","8","8","19","27.14","105","2.86","3.64","236","146","44","5","6","6","88","40","38","2","0","29","53","33","135","257","153","0","0","-"
"1093","Nazem Kadri","TOR","C","51","772.26666666667","8","11","7","4","19","55.88","79","10.13","7.74","153","109","88","40","6","10","16","8","8","0","0","23","37","23","42","125","12","55","94","36.91"
"1105","Jacob Josefson","N.J","C","69","866.68333333333","5","14","9","5","19","65.52","68","7.35","6.98","115","94","74","28","3","7","12","6","6","0","0","7","16","21","24","78","21","276","280","49.64"
"1111","Dmitry Orlov","WSH","D","60","1012.4833333333","3","16","7","9","19","48.72","51","5.88","2.67","112","78","24","3","1","7","18","5","4","0","1","6","48","23","99","67","54","0","1","0.00"
"1126","Gabriel Bourque","NSH","L","43","549.91666666667","7","12","5","7","19","79.17","59","11.86","5.14","94","72","50","24","4","7","6","3","3","0","0","3","9","20","66","79","19","0","1","0.00"
"73","Mattias Ohlund","T.B","D","139","2877.0833333333","0","18","6","12","18","18.75","110","0.00","4.19","242","162","55","9","5","11","129","60","57","3","0","23","69","38","247","240","252","0","0","-"
"91","Eric Boulton","ATL, N.J","L","182","1378.6166666667","8","10","8","2","18","50.00","115","6.96","8.4","185","146","94","47","8","6","315","82","44","31","7","65","29","23","278","158","40","3","7","30.00"
"162","Adam Mair","BUF, N.J","C","134","1228.4","7","11","6","5","18","62.07","125","5.60","10.27","194","163","114","54","8","11","118","42","33","8","1","32","28","24","158","94","29","150","140","51.72"
"493","Marc-Antoine Pouliot","EDM, PHX, T.B","C","51","625.65","7","11","5","6","18","72.00","81","8.64","7.72","135","106","74","32","2","8","23","10","9","1","0","12","20","20","46","63","4","146","190","43.45"
"529","Philippe Dupuis","COL, TOR","C","108","1022.1666666667","6","12","7","5","18","69.23","135","4.44","10.18","210","178","118","49","13","16","58","21","18","2","1","18","19","53","169","96","48","191","218","46.70"
"575","Darryl Boyce","CBJ, TOR","C","83","892.91666666667","6","12","6","6","18","52.94","52","11.54","5.51","120","82","64","24","4","7","68","26","23","2","1","31","27","19","113","102","33","296","324","47.74"
"716","Michael Sauer","NYR","D","95","1687.1833333333","4","14","7","7","18","26.09","68","5.88","4.7","155","111","47","14","4","4","96","31","22","8","1","21","18","36","99","179","127","0","0","-"
"734","Marc-Andre Gragnani","BUF, VAN","D","67","1073.9","3","15","3","12","18","32.14","58","5.17","2.87","105","77","27","6","3","8","28","14","14","0","0","3","36","16","25","72","47","1","0","100.00"
"938","Dustin Jeffrey","PIT","L","52","647.75","11","7","6","1","18","72.00","72","15.28","6.69","131","96","67","26","8","3","6","3","3","0","0","5","13","15","34","29","19","218","254","46.19"
"947","Michal Repik","FLA","R","67","735.43333333333","7","11","7","4","18","85.71","112","6.25","10.81","176","154","105","56","5","18","34","17","17","0","0","15","12","21","99","83","14","7","6","53.85"
"996","Zach Boychuk","CAR","L","70","722.68333333333","7","11","6","5","18","64.29","91","7.69","9.04","157","118","94","51","3","10","6","3","3","0","0","22","13","17","89","74","15","8","10","44.44"
"1181","Adam Larsson","N.J","D","65","1340.3333333333","2","16","8","8","18","32.73","68","2.94","2.46","153","93","29","1","1","6","20","10","10","0","0","6","44","12","94","106","67","0","0","-"
"10","Craig Conroy","CGY","C","81","1022.1166666667","5","12","9","3","17","73.91","63","7.94","5.41","120","89","68","25","3","6","33","14","13","1","0","17","42","30","64","69","51","554","514","51.87"
"11","Adam Foote","COL","D","114","2139.6166666667","0","17","8","9","17","20.24","49","0.00","2.29","121","76","30","3","2","11","97","43","41","1","1","25","37","15","166","94","169","0","0","-"
"26","Dean McAmmond","N.J","C","62","797.13333333333","8","9","6","3","17","70.83","87","9.20","8.16","141","117","83","39","6","4","40","12","10","0","2","14","31","32","14","51","21","253","303","45.50"
"37","Jere Lehtinen","DAL","R","58","855.13333333333","4","13","6","7","17","62.96","87","4.60","8.02","155","121","82","44","6","4","8","4","4","0","0","15","14","38","44","64","21","2","9","18.18"
"93","Kim Johnsson","CHI, MIN","D","60","1367.2333333333","7","10","5","5","17","25.37","94","7.45","5.84","210","141","64","13","2","7","30","15","15","0","0","10","33","22","43","49","70","0","0","-"
"336","Shaone Morrisonn","BUF, WSH","D","130","2197.3833333333","2","15","5","10","17","18.48","76","2.63","3.45","164","116","41","4","1","4","100","38","34","2","2","19","45","26","273","249","190","0","0","-"
"471","Freddy Meyer","ATL, NYI","D","79","1302.0166666667","5","12","6","6","17","38.64","67","7.46","3.65","147","98","42","11","3","9","48","24","24","0","0","15","25","44","207","96","120","0","0","-"
"528","Zack Stortini","EDM, NSH","R","110","947.15","4","13","8","5","17","47.22","63","6.35","7.43","140","102","91","42","3","9","238","64","34","26","4","58","18","14","191","99","38","101","115","46.76"
