"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"333","Chuck Kobasew","BOS, COL, MIN","R","170","2114.7","25","20","11","9","45","69.23","210","11.90","20.25","359","277","198","101","12","21","88","33","29","2","2","43","30","44","151","196","74","15","28","34.88"
"445","Anton Babchuk","CAR, CGY","D","114","1793.0166666667","13","32","13","19","45","44.12","180","7.22","7.81","433","280","58","2","11","14","38","19","19","0","0","8","54","28","36","99","204","0","0","-"
"516","Maxim Lapierre","ANA, MTL, VAN","C","236","2759.95","22","23","15","8","45","66.18","333","6.61","26.52","543","437","297","125","30","27","266","79","57","14","8","86","33","62","602","253","83","632","615","50.68"
"738","Chris Butler","BUF, CGY","D","176","3540.9666666667","5","40","12","28","45","29.41","175","2.86","7.86","429","267","89","16","8","16","82","37","36","0","1","22","109","45","158","222","237","0","0","-"
"879","Darroll Powe","MIN, PHI","C","226","2902.2833333333","22","23","18","5","45","56.96","299","7.36","28.12","525","420","261","137","29","21","152","63","56","6","1","64","33","70","530","258","191","207","242","46.10"
"181","Bryan Allen","CAR, FLA","D","228","4308.25","9","35","17","18","44","27.50","223","4.04","8.08","518","331","89","22","13","34","257","102","86","15","1","53","92","59","349","447","428","0","0","-"
"289","Nick Schultz","EDM, MIN","D","236","4789.7833333333","5","39","16","23","44","29.53","180","2.78","9.36","421","290","92","24","7","32","121","58","57","1","0","18","86","38","245","463","455","1","0","100.00"
"451","Tim Brent","CAR, TOR","C","159","1794.05","20","24","13","11","44","60.27","134","14.93","12.61","234","187","128","54","9","8","60","27","25","2","0","21","33","42","172","85","91","692","675","50.62"
"651","Roman Polak","STL","D","210","4108.5166666667","7","37","11","26","44","29.33","215","3.26","9.03","452","322","92","11","12","20","149","59","52","5","2","28","58","46","421","267","343","0","1","0.00"
"1102","Nick Leddy","CHI","D","128","2469.1333333333","7","37","15","22","44","39.64","131","5.34","6.06","269","181","71","6","3","7","14","7","7","0","0","12","56","40","93","175","124","0","0","-"
"44","Paul Kariya","STL","L","75","1286.5","18","25","13","12","43","74.14","221","8.14","17.41","374","294","200","79","18","13","36","18","18","0","0","24","28","24","36","66","25","4","6","40.00"
"57","Jamal Mayers","CGY, CHI, S.J, TOR","R","230","2126.8333333333","12","31","19","12","43","75.44","207","5.80","17.3","349","297","204","81","17","17","346","92","48","38","6","68","47","68","276","216","74","580","455","56.04"
"103","Marc Savard","BOS","C","66","1156.85","12","31","20","11","43","75.44","140","8.57","10.86","238","193","101","35","7","9","43","16","14","1","1","27","43","21","18","65","15","483","493","49.49"
"133","Matt Bradley","FLA, WSH","R","183","1983.6","17","26","11","15","43","66.15","191","8.90","16.81","357","252","198","79","8","15","146","39","18","20","1","47","15","46","408","229","45","27","40","40.30"
"136","Craig Adams","PIT","R","244","2810.3","9","34","18","16","43","61.43","250","3.60","18.92","415","331","212","79","13","22","182","51","31","16","4","53","34","59","530","255","168","572","747","43.37"
"145","Shawn Thornton","BOS","L","234","2209.6166666667","16","27","22","5","43","75.44","384","4.17","24.02","601","498","241","99","25","28","417","106","46","55","5","86","23","54","342","206","47","44","48","47.83"
"232","Barret Jackman","STL","D","207","4420.1","3","40","15","25","43","27.04","220","1.36","6.47","494","318","83","6","11","19","195","76","67","7","2","65","112","82","254","249","373","0","1","0.00"
"348","Chris Thorburn","ATL, WPG","R","230","2623.0833333333","17","26","19","7","43","55.84","246","6.91","20.77","411","321","215","88","21","23","249","78","50","27","1","73","32","88","383","246","154","180","167","51.87"
"487","Steve Bernier","FLA, N.J, VAN","R","159","2105.4166666667","17","26","17","9","43","54.43","215","7.91","25.11","354","289","238","136","10","17","58","22","19","2","1","23","26","48","278","211","80","14","52","21.21"
"500","Patrick Eaves","DET","R","138","1783.8833333333","25","18","12","6","43","65.15","252","9.92","20.22","445","351","206","79","23","11","42","18","16","2","0","24","27","42","255","235","78","9","20","31.03"
"814","Matt Beleskey","ANA","L","165","2012.35","18","25","15","10","43","61.43","256","7.03","18.34","448","348","214","73","24","13","143","52","39","13","0","46","39","27","262","169","63","22","32","40.74"
"991","Cody Hodgson","BUF, VAN","C","91","1209.2","20","23","15","8","43","66.15","163","12.27","15.07","276","215","169","64","10","16","10","5","5","0","0","18","27","36","41","88","31","345","407","45.88"
"1092","Oliver Ekman-Larsson","PHX","D","130","2534.7","14","29","12","17","43","40.95","197","7.11","11.62","451","297","130","20","3","24","56","27","27","0","0","31","51","33","181","222","123","0","0","-"
"158","Henrik Tallinder","BUF, N.J","D","203","4369.6666666667","9","33","18","15","42","26.25","198","4.55","9.36","429","294","103","17","12","19","88","43","43","0","0","18","118","67","162","339","210","0","0","-"
"401","Keith Ballard","FLA, VAN","D","194","3602.4166666667","11","31","10","21","42","32.31","184","5.98","10.32","430","281","127","25","7","16","203","77","64","11","2","75","118","35","316","331","375","0","0","-"
"426","Boyd Gordon","PHX, WSH","C","171","2347.75","15","27","15","12","42","59.15","231","6.49","19.57","362","287","198","109","7","25","38","19","19","0","0","15","23","53","99","290","156","1211","890","57.64"
"456","Patrick Dwyer","CAR","R","211","2859.3666666667","20","22","13","9","42","56.00","304","6.58","28.51","539","421","290","134","23","20","41","19","18","1","0","50","35","99","403","250","154","173","318","35.23"
"543","John Mitchell","NYR, TOR","C","146","1877.5","13","29","11","18","42","63.64","182","7.14","19.01","347","261","187","84","6","19","51","19","17","1","1","28","42","39","207","159","84","430","395","52.12"
"744","Niklas Hjalmarsson","CHI","D","226","4384.5833333333","6","36","18","18","42","27.27","191","3.14","6.05","475","298","66","3","5","22","73","31","29","1","1","31","142","91","147","517","445","0","0","-"
"924","Matt Halischuk","N.J, NSH","R","120","1321.4333333333","20","22","12","10","42","79.25","147","13.61","15.13","225","185","156","89","11","17","31","10","8","1","1","14","31","41","57","82","47","12","26","31.58"
"1096","Magnus Paajarvi","EDM","L","121","1771.3333333333","17","25","12","13","42","65.63","259","6.56","21.47","446","339","209","109","25","24","20","10","10","0","0","27","53","37","40","134","33","3","9","25.00"
"45","Rob Niedermayer","BUF, N.J","C","142","2099.6666666667","15","26","18","8","41","59.42","173","8.67","15.81","262","218","173","84","9","9","67","32","31","1","0","16","42","36","120","174","45","607","614","49.71"
"184","Mike Rupp","NYR, PIT","L","222","1945.6833333333","26","15","9","6","41","60.29","199","13.07","16.24","338","266","180","67","14","15","341","103","63","37","3","83","37","19","482","168","46","164","175","48.38"
"248","Derek MacKenzie","CBJ","C","147","1532.8666666667","17","24","12","12","41","66.13","151","11.26","13.59","262","210","115","54","11","7","62","21","16","4","1","43","26","65","365","115","46","537","469","53.38"
"342","David Steckel","N.J, TOR, WSH","C","230","2849.3333333333","19","22","14","8","41","56.16","248","7.66","24.07","435","333","239","115","11","12","55","23","20","3","0","32","71","87","389","204","154","1791","1213","59.62"
"425","Joey Crabb","TOR","R","115","1523.7666666667","14","27","16","11","41","68.33","126","11.11","12.8","234","182","134","54","5","8","57","23","20","3","0","19","42","44","200","173","54","6","26","18.75"
"640","Nikita Nikitin","CBJ, STL","D","102","2087.1","8","33","16","17","41","42.71","149","5.37","7.07","345","235","65","6","3","13","28","14","14","0","0","23","42","28","87","135","166","0","0","-"
"946","Ryan McDonagh","NYR","D","122","2778.2","8","33","20","13","41","33.61","150","5.33","8.75","309","219","100","20","3","20","58","29","29","0","0","22","64","64","174","113","251","1","1","50.00"
"992","Mikkel Boedker","PHX","L","130","1610.9","16","25","15","10","41","66.13","132","12.12","14.23","268","194","161","70","16","11","20","9","9","0","0","28","17","39","167","119","28","4","3","57.14"
"31","Sean O'Donnell","CHI, L.A, PHI","D","210","3409.9666666667","4","36","12","24","40","32.00","108","3.70","3.55","278","178","45","3","3","12","180","64","50","12","2","26","143","45","187","213","218","0","1","0.00"
"215","Andrei Markov","MTL","D","65","1465.9166666667","7","33","18","15","40","44.44","122","5.74","8.38","261","182","71","17","5","17","40","20","20","0","0","19","43","39","56","55","73","0","0","-"
"155","Scott Hannan","CGY, COL, WSH","D","237","4907.5666666667","5","34","12","22","39","22.67","158","3.16","7.69","335","228","79","15","5","14","112","52","51","0","1","26","117","61","211","195","392","3","0","100.00"
"187","Robyn Regehr","BUF, CGY","D","236","4865.6666666667","5","34","13","21","39","23.78","199","2.51","6.48","482","309","69","5","10","17","194","82","72","10","0","37","118","41","477","335","335","0","1","0.00"
"211","Trent Hunter","L.A, NYI","R","116","1524.8666666667","14","25","13","12","39","66.10","240","5.83","20.7","458","343","187","69","18","22","49","19","17","1","1","15","41","46","234","86","29","6","29","17.14"
"212","Kent Huskins","S.J, STL","D","157","2651.45","7","32","11","21","39","37.86","101","6.93","5.12","269","165","55","10","6","15","69","33","32","1","0","14","64","25","56","297","206","0","0","-"
"270","Mike Weaver","FLA, STL","D","241","4678.95","3","36","12","24","39","26.53","137","2.19","5.08","358","219","67","4","8","17","77","37","36","1","0","49","71","115","260","435","396","1","1","50.00"
"345","Tim Jackman","CGY, NYI","R","211","2010.5166666667","15","24","18","6","39","65.00","285","5.26","27.83","516","402","291","143","25","33","278","81","44","36","1","83","30","56","407","228","77","24","33","42.11"
"355","Jay Harrison","CAR","D","182","3130.3166666667","13","26","15","11","39","35.14","207","6.28","9.59","497","320","99","17","8","35","182","66","51","14","1","40","83","37","295","168","299","0","0","-"
"460","Jonathan Ericsson","DET","D","205","3609.2833333333","8","31","13","18","39","27.27","207","3.86","7.99","453","310","95","12","4","16","178","75","68","6","1","26","148","38","328","220","129","0","0","-"
"521","Daniel Carcillo","CHI, PHI","L","161","1616.6333333333","18","21","12","9","39","66.10","188","9.57","16.83","306","243","176","92","15","16","414","108","61","36","11","112","35","39","350","175","40","4","5","44.44"
"601","Jeff Schultz","WSH","D","199","3688.2666666667","5","34","10","24","39","23.78","99","5.05","3.42","258","149","56","5","2","10","56","28","28","0","0","9","118","40","168","212","325","0","0","-"
"668","Grant Clitsome","CBJ, WPG","D","105","1892.6833333333","9","30","13","17","39","45.35","144","6.25","7.28","341","218","83","4","7","14","54","27","27","0","0","9","45","21","182","143","97","0","1","0.00"
"748","Tom Wandell","DAL","C","197","2276.35","18","21","14","7","39","70.91","282","6.38","20.72","541","401","246","98","14","36","44","22","22","0","0","50","68","108","161","296","119","545","700","43.78"
"926","Nick Spaling","NSH","C","179","2549.9666666667","18","21","11","10","39","57.35","208","8.65","19.65","357","284","197","99","15","15","38","19","19","0","0","32","37","100","93","207","80","740","746","49.80"
"64","Mike Grier","BUF","R","146","2203.5333333333","15","23","10","13","38","61.29","230","6.52","17.05","365","304","178","98","15","14","26","13","13","0","0","22","47","48","209","160","92","30","53","36.14"
"198","Jarkko Ruutu","ANA, OTT","L","155","1924.8833333333","15","23","17","6","38","59.38","172","8.72","14.18","291","232","139","79","9","18","218","76","64","6","6","52","52","76","265","176","74","13","31","29.55"
"956","Carl Hagelin","NYR","L","64","962.96666666667","14","24","13","11","38","71.70","131","10.69","12.93","216","171","129","79","6","14","24","11","11","0","0","13","18","31","78","113","23","1","5","16.67"
"969","Zack Smith","OTT","C","151","1968.9666666667","20","18","8","10","38","61.29","223","8.97","19.44","433","328","223","88","15","23","232","73","51","18","4","56","49","71","328","202","72","722","717","50.17"
"83","Chris Drury","NYR","C","101","1657.0666666667","15","22","14","8","37","69.81","174","8.62","21.24","322","258","198","96","11","19","39","18","17","1","0","22","20","67","86","56","109","765","666","53.46"
"404","Adam Burish","CHI, DAL","R","141","1849.3166666667","15","22","12","10","37","57.81","180","8.33","15.62","301","250","155","81","6","14","181","51","38","5","8","44","28","33","155","197","115","479","408","54.00"
"561","Shane O'Brien","COL, NSH, VAN","D","221","3936.0666666667","7","30","16","14","37","25.52","201","3.48","8.23","433","275","105","21","5","26","267","103","90","9","4","44","107","68","414","205","218","0","0","-"
"563","Tanner Glass","VAN, WPG","L","218","2399.7333333333","12","25","18","7","37","61.67","183","6.56","15.83","313","249","170","78","13","19","260","74","40","32","2","70","41","28","541","267","99","57","96","37.25"
"679","Cody McLeod","COL","L","220","2190.5833333333","18","19","10","9","37","55.22","252","7.14","23.2","403","332","229","143","13","33","491","136","77","51","8","91","15","37","467","214","61","9","15","37.50"
"1140","Bobby Butler","OTT","R","94","1214.8833333333","16","21","10","11","37","56.92","161","9.94","13.76","281","223","140","54","11","13","22","11","11","0","0","15","32","36","63","108","28","3","2","60.00"
"546","Bruno Gervais","NYI, T.B","D","174","2965.2166666667","9","27","14","13","36","33.64","183","4.92","10.54","425","281","113","21","7","22","69","25","21","3","1","12","101","86","145","226","245","0","0","-"
